"Country",Latitude,Longitude,"SiteID","SiteName"
"Germany",53.6084,11.3961,"S7480","Ostorf Gräberfeld"
"Germany",48.4971,11.9203,"S7481","Wang-Ziegelberg"
"Germany",49.6667,9.33333,"S7482","Ülvesheim"
"Germany",51.095,12.3353,"S7483","Luckaer Forst"
"Germany",53.3627,8.88863,"S7484","Steden 2"
"Germany",52.6956,10.9668,"S7485","Lüdelsen 3"
"Germany",50.6667,8.73333,"S7486","Mainzlar"
"Germany",53.7333,12.7833,"S7487","Malchin"
"Germany",50.7667,8.91667,"S7488","Mardorf"
"Germany",54.3471,10.5735,"S7489","Matzwitz, Planker LA 33"
"Germany",48.9252,12.2682,"S7490","Moosham"
"Germany",47.8128,8.80178,"S7491","Mühlhausen-Ehingen Gräberfeld"
"Germany",54.6668,8.31932,"S7493","Nebel, Langbett 212"
"Germany",53.41,14.032,"S7494","Neuenfeld 17"
"Germany",54.0965,10.8123,"S7495","Neustadt LA 156"
"Germany",51.5167,10.8,"S7499","Nordhausen 2"
"Germany",52.9758,10.5891,"S7500","Oldenstadt"
"Germany",52.8372,7.5887,"S7501","Ostenwalde 1"
"Germany",54.3628,9.61237,"S7503","Owschlag, LA 200"
"Germany",53.4582,12.2625,"S7504","Plau 1"
"Germany",52.2281,10.9039,"S7505","Süpplingen"
"Germany",53.8276,11.8201,"S7506","Qualitz"
"Germany",54.2844,10.2917,"S7507","Rastorf LA 1"
"Germany",54.2815,10.2918,"S7508","Rastorf LA 6"
"Germany",54.275,10.2883,"S7509","Rastorf LA 73"
"Germany",51.7667,6.4,"S7510","Rees"
"Germany",52.95,12.3,"S7511","Rehfeld"
"Germany",54.2552,11.0728,"S7512","Rosenfelde, Grube LA 83"
"Germany",54.2518,11.0495,"S7513","Rosenhof LA 58"
"Germany",51.6617,8.64246,"S7514","Salzkotten-Oberntudorf"
"Germany",54.6889,9.62852,"S7515","Satrup (Pöttmoor) LA 70"
"Germany",53.8354,10.3408,"S7516","Schlamersdorf"
"Germany",52.0936,7.20426,"S7517","Schöppingen-Ramsberg 50"
"Germany",51.65,12.0167,"S7518","Schortewitz"
"Germany",53.7301,13.4428,"S7519","Schwanbeck"
"Germany",54.0292,10.5037,"S7520","Seedorf LA 296"
"Germany",54.031,10.5086,"S7521","Seedorf-Furthberg-LA245 "
"Germany",48.9167,12.2833,"S7527","Sengkofen"
"Germany",53.8725,13.5606,"S7528","Stolpe 11"
"Germany",54.3187,13.0919,"S7529","Stralsund 225 - Mischwasserspeicher"
"Germany",48.05,9.63333,"S7530","Taubenried"
"Germany",49.9311,8.43248,"S7531","Trebur Gräberfeld"
"Germany",52.5,6.88333,"S7532","Uelsen"
"Germany",51.6167,6.45,"S7533","Veen"
"Germany",52.1,11.7833,"S7534","Wahlitz"
"Germany",53.0274,10.5747,"S7535","Walmstorf"
"Germany",52.9,8.43333,"S7536","Wildeshausen"
"Germany",48.8322,9.17024,"S7537","Zuffenhausen"
"Germany",52.4833,12.7833,"S7539","Zachow"
"Germany",53.5878,13.221,"S7540","Zirzow 2 - Krappmühle"
"Switzerland",46.95,6.83,"S7541","Cortaillod-Sur les Rochettes-est"
"Austria",48.38,15.6,"S7542","Furth bei Gottweig"
"Austria",48.55,15.82,"S7543","Baierdorf"
"Austria",47.92,16.68,"S7544","Purbach"
"Austria",48.15,16.25,"S7545","Mauer"
"Austria",48.17,16.32,"S7546","Jägerhausgasse"
"Austria",48.65,15.87,"S7547","Stoitzendorf"
"Austria",47.72,16.18,"S7548","Pitten"
"Austria",48.23,15.35,"S7549","Melk-Spielberg"
"Austria",47.9,13.57,"S7550","Weyregg"
"Austria",47.98,14.4,"S7551","Sonnbichl"
"Austria",47.98,14.25,"S7552","Obergrünburg"
"Austria",47.95,14.48,"S7553","Prückler Mauer"
"Austria",48.03,16.97,"S7554","Potzneusiedl"
"Austria",48.28,15.72,"S7555","Ossarn-Langwiesfeld"
"Austria",48.5,16.05,"S7556","Puch-Scheibenfeld"
"Austria",47.97,14.43,"S7558","Rebensteiner Mauren"
"Austria",48.08,13.87,"S7559","Paura bei Stadl-Traun"
"Austria",48.22,15.37,"S7561","Melk-Wachberg"
"Switzerland",47.127,7.233,"S7562","Nidau-Schlossmatte/BKW"
"Austria",47.83,13.52,"S7563","Unterach-Misling II"
"Austria",48.21,14.367,"S7564","Olkam"
"Switzerland",47.105,7.214,"S7566","Sutz-Lattrigen (Lattrigen Hauptstation VII)"
"Switzerland",47.048,7.153,"S7567","Lüscherz-Kleine Station (XV)"
"Switzerland",47.106,7.215,"S7568","Lattrigen Riedstation VI "
"Germany",49.055,9.129,"S7569","Kirchheim am Neckar (Kr. HN) \"Ghäu\""
"Austria",46.98,15.94,"S7573","Buchberg"
"Austria",48.47,16.85,"S7574","Buhuberg"
"Austria",48.58,16.43,"S7575","Michelstetten"
"Austria",48.2,14.17,"S7576","Rutzing and Haid"
"Germany",48.05,8.97,"S7578","Jägerhaus-Höhle"
"Germany",48.09,9.15,"S7579","Falkensteinhöhle"
"Switzerland",47.332,8.815,"S7580","Wetzikon ZH-Kempten"
"Switzerland",47.357,7.328,"S7581","Delémont-En La Pran "
"Switzerland",47.1694,8.5145,"S7582","Zug-Vorstadt 26"
"Switzerland",47.269,8.588,"S7583","Horgen-Scheller"
"Switzerland",47.37,8.78,"S7585","Pfaffikon-Burg"
"Switzerland",46.971,6.877,"S7586","Auvernier, Brise-Lames"
"Switzerland",47.275,8.577,"S7587","Oberrieden ZH-Riet"
"Switzerland",46.27,7.41,"S7588","Ayent-le-Chateau"
"Switzerland",46.8,6.71,"S7589","Chable-Perron"
"Switzerland",47.181,8.012,"S7590","Egolzwil 2"
"Switzerland",46.711,9.431,"S7591","Cresta Cazis"
"Switzerland",47.366,8.544,"S7592","Zürich - Mythenschloss"
"Poland",52.49,18.66,"S7627","Rybiny"
"Poland",50.92,17.09,"S7628","Radlowice"
"Poland",52.85,18.62,"S7629","Podgaj"
"Poland",53.15,18.57,"S7630","Brachnowuku"
"Poland",50.1828,20.5496,"S7636","Łapszów"
"Poland",52.6667,18.4333,"S7637","Bachorce 4"
"Poland",53.2886,18.6066,"S7638","Bartlewo 21"
"Poland",52.0845,16.5229,"S7639","Białcz Stary 4"
"Poland",52.2667,17.6833,"S7640","Bieganowo 12"
"Poland",49.772,21.5757,"S7641","Bierówka kurgan"
"Poland",52.7881,17.7296,"S7642","Biskupin 2a"
"Poland",52.689,18.243,"S7643","Bożejewice 22"
"Poland",52.689,18.243,"S7644","Bożejewice 28"
"Poland",52.689,18.243,"S7645","Bożejewice 8"
"Poland",52.689,18.243,"S7646","Bożejewice B8"
"Poland",53.4167,19.0167,"S7647","Boguszewo 41"
"Poland",53.4167,19.0167,"S7648","Boguszewo 43b"
"Poland",52.5339,18.591,"S7649","Borowo 12"
"Poland",52.7056,22.9617,"S7650","Brańsk- Chojewo"
"Poland",49.9833,20.2333,"S7651","Brzezie 17"
"Poland",52.6129,18.421,"S7654","Chełmiczki 10"
"Poland",52.9667,15.8333,"S7656","Chrapów 17"
"Poland",52.068,15.82,"S7657","Chwalim 1"
"Poland",52.0667,18.7667,"S7658","Cichmiana 2"
"Poland",52.671,18.1788,"S7659","Ciechrz 25"
"Poland",52.8359,18.1032,"S7660","Łącko 6A"
"Poland",50.7167,21.6333,"S7661","Dacharzów 1"
"Poland",52.7726,18.5203,"S7662","Dąbrowa Biskupia 21"
"Poland",52.7058,18.5609,"S7663","Dęby 29"
"Poland",51.71,15.89,"S7664","Dobrzejwoice"
"Poland",51.427,23.4462,"S7665","Dubeczno 1"
"Poland",50.7304,21.7863,"S7666","Dwikozy"
"Poland",49.9012,20.0982,"S7667","Dziekanowice"
"Poland",52.675,18.2082,"S7668","Żegotki 2"
"Poland",52.675,18.2082,"S7669","Żegotki 3"
"Poland",53.8167,22.3333,"S7670","Elk I"
"Poland",49.8907,20.6811,"S7671","Żerków 1"
"Poland",50.4744,20.8108,"S7672","Żerniki 27"
"Poland",50.4744,20.8108,"S7673","Żerniki Górne"
"Poland",53.2667,18.6333,"S7674","Firlus 8"
"Poland",53.1,18.034,"S7675","Glinki 7"
"Poland",50.6,20.85,"S7676","Gnojno"
"Poland",51.04,19.1392,"S7677","Gojsc G"
"Poland",54.3333,22.3333,"S7678","Goldap Ic"
"Poland",52.7167,15.25,"S7679","Gorzów Wielkopolski 10"
"Poland",52.85,18.55,"S7680","Grabie 4"
"Poland",52.65,18.8833,"S7681","Gustorzyn 1"
"Poland",50.447,23.7004,"S7682","Hubinek 3"
"Poland",52.7562,18.2537,"S7683","Inowrocław 55"
"Poland",52.7562,18.2537,"S7684","Inowrocław 58"
"Poland",52.7562,18.2537,"S7685","Inowrocław 95"
"Poland",52.7562,18.2537,"S7686","Inowrocław-Mątwy 1"
"Poland",50.2085,19.9685,"S7688","Iwanowice, Babia Góra I"
"Poland",51.6667,20.0833,"S7689","Janislawice"
"Poland",52.7167,18.2667,"S7690","Janowice"
"Poland",50.85,16.8333,"S7691","Janówek"
"Poland",54.83,18.31,"S7692","Jastrzębia Góra 4"
"Poland",51.1793,15.0257,"S7693","Jędrzychowice"
"Poland",52.9383,18.3015,"S7694","Jezuicka Struga 17"
"Poland",53.3,15.91,"S7695","Kalisz Pomorski 3"
"Poland",53.3,15.91,"S7696","Kalisz Pomorski 33"
"Poland",51.9642,22.3321,"S7697","Kazimierzów"
"Poland",50.7333,21.7333,"S7698","Kichary Nowe"
"Poland",52.8468,17.8612,"S7699","Kierzkowo 1"
"Poland",53.3667,18.5167,"S7700","Klamry 7"
"Poland",51.7173,19.4927,"S7701","Komorniki 42"
"Poland",52.3353,16.7152,"S7702","Konarzewo 5"
"Poland",50.1818,20.2166,"S7703","Koniusza"
"Poland",52.3197,18.7932,"S7704","Korzecznik 6/7"
"Poland",50.1684,20.5729,"S7705","Koszyce 3"
"Poland",52.7345,18.1487,"S7706","Kołuda Wielka 13"
"Poland",49.7782,21.4151,"S7707","Krajowice kurgan I"
"Poland",50.0742,20.0378,"S7708","Kraków- Nowa Huto- Cło"
"Poland",50.0667,20.1167,"S7709","Kraków-Pleszów 17"
"Poland",50.0833,19.9667,"S7710","Kraków-Prądnik Czerwony"
"Poland",50.1047,20.0419,"S7711","Kraków- Zesławice"
"Poland",50.9851,23.1724,"S7712","Krasnystaw 8"
"Poland",52.15,18.25,"S7713","Krągola 6/E86"
"Poland",52.746,18.2058,"S7714","Krusza Podlotowa 2"
"Poland",52.746,18.2058,"S7715","Krusza Podlotowa 8"
"Poland",52.7392,18.2185,"S7717","Krusza Zamkowa 16"
"Poland",51.7182,16.1021,"S7719","Krzekotowek"
"Poland",52.741,18.6203,"S7720","Kuczkowo 1"
"Poland",52.741,18.6203,"S7721","Kuczkowo 5"
"Poland",52.6148,18.8601,"S7722","Kuczyna1"
"Poland",51.3333,22.05,"S7723","Las Stocki 7"
"Poland",52.8298,18.3023,"S7724","Latkowo 5"
"Poland",53.3333,19.2,"S7725","Lembarg 94"
"Poland",53.3333,19.2,"S7726","Lembarg 95"
"Poland",53.4245,19.0419,"S7727","Linowo 25"
"Poland",49.9972,22.3223,"S7728","Lipnik 5"
"Poland",53.2957,18.6869,"S7729","Lisewo 31"
"Poland",53.3,18.5,"S7730","Małe Czyste 20"
"Poland",50.764,21.5198,"S7731","Malice Kościelne"
"Poland",53.3167,18.7333,"S7732","Mgoszcz 2"
"Poland",52.6333,18.85,"S7733","Miechowice 7"
"Poland",52.5126,16.7015,"S7734","Mrowino 3"
"Poland",52.8576,18.4949,"S7735","Murzynno 1"
"Poland",52.9895,17.5723,"S7736","Mycielewo 1"
"Poland",52.7156,18.6247,"S7737","Narkowo 16"
"Poland",52.7156,18.6247,"S7738","Narkowo 9"
"Poland",52.6663,18.5912,"S7739","Narkowo N9"
"Poland",50.4684,23.5704,"S7740","Nedeżów site 22"
"Poland",49.7834,21.6106,"S7741","Niepla"
"Poland",50.0918,17.9304,"S7742","Nowa Cerekwia"
"Poland",52.7367,18.3095,"S7743","Łojewo 1"
"Poland",52.7367,18.3095,"S7744","Łojewo 35"
"Poland",52.7367,18.3095,"S7745","Łojewo 4"
"Poland",49.9,20.7,"S7746","Łoniowa 8"
"Poland",52.6026,18.5638,"S7747","Opatowice 3"
"Poland",52.6026,18.5638,"S7748","Opatowice 32"
"Poland",52.6026,18.5638,"S7749","Opatowice 33"
"Poland",52.6026,18.5638,"S7750","Opatowice 34"
"Poland",52.6026,18.5638,"S7751","Opatowice 35"
"Poland",52.6026,18.5638,"S7752","Opatowice 36"
"Poland",52.6026,18.5638,"S7753","Opatowice 42"
"Poland",51.0589,23.0854,"S7754","Łopiennik Dolny 1"
"Poland",54.6667,18.4667,"S7755","Oslonino 2"
"Poland",54.6667,18.4667,"S7756","Oslonino 3"
"Poland",54.6667,18.4667,"S7757","Oslonino 4"
"Poland",52.6086,18.8143,"S7758","Osłonki 1"
"Poland",50.2909,20.3032,"S7759","Palecznica"
"Poland",52.7,18.4833,"S7760","Papros 6B"
"Poland",52.8162,18.4154,"S7761","Parchanki 25"
"Poland",51.377,21.993,"S7762","Parchatka"
"Poland",53.067,15.629,"S7763","Pławienko 31"
"Poland",50.3656,20.5464,"S7764","Pełczyska 6"
"Poland",52.6787,18.4027,"S7765","Piecki 1"
"Poland",52.6787,18.4027,"S7766","Piecki 8"
"Poland",52.6223,18.9534,"S7767","Pikutkowo"
"Poland",51.6054,18.8433,"S7768","Polesie 1"
"Poland",52.054,15.474,"S7769","Pomorsko 1"
"Poland",53.317,15.767,"S7770","Prostynia 16"
"Poland",52.057,16.708,"S7771","Racot 18"
"Poland",52.749,18.4134,"S7772","Radojewice 29"
"Poland",49.8302,22.5712,"S7773","Średnia"
"Poland",52.0833,17.0333,"S7774","Śrem 8"
"Poland",52.706,18.294,"S7775","Rożniaty 2"
"Poland",52.706,18.294,"S7776","Rożniaty 5"
"Poland",50.3268,20.3224,"S7777","Rosiejów"
"Poland",51.128,20.946,"S7778","Rydno"
"Poland",52.6721,18.1182,"S7779","Rzadkwin 21"
"Poland",50.6445,21.6457,"S7780","Samborzec"
"Poland",50.6767,21.7493,"S7781","Sandomierz"
"Poland",50.6767,21.7493,"S7782","Sandomierz 78"
"Poland",50.7001,21.7519,"S7783","Sandomierz Krukow 20"
"Poland",50.677,21.73,"S7784","Sandomierz Salve Regina"
"Poland",50.802,21.426,"S7785","Sandomierz Zmigrod"
"Poland",52.6565,18.2007,"S7786","Sławsko Dolne 34"
"Poland",51.75,16.5333,"S7787","Siciny 5"
"Poland",51.755,16.3433,"S7788","Siedinica"
"Poland",52.7326,18.6855,"S7789","Siniarzewo 1"
"Poland",53.0173,17.3223,"S7790","Skoczka 1"
"Poland",50.2676,20.4511,"S7791","Slonowice 1"
"Poland",52.7048,18.5602,"S7792","Smarglin 22"
"Poland",52.071,15.776,"S7793","Smolno Wielkie 2"
"Poland",50.2837,20.0329,"S7794","Smroków"
"Poland",50.305,10.6011,"S7795","Sokolina"
"Poland",50.269,20.4507,"S7796","Słonowice"
"Poland",53.2167,18.4333,"S7797","Stablewice 4"
"Poland",53.3167,18.5167,"S7798","Stolno 2"
"Poland",53.0494,16.3806,"S7799","Straduń 17"
"Poland",52.65,18.1,"S7800","Strzelce-Krzyżanna 56"
"Poland",50.1352,20.2533,"S7801","Szarbia"
"Poland",50.3281,20.3686,"S7802","Szarbia Zwierzyniecka"
"Poland",52.6333,16.5836,"S7803","Szczuczyn 5"
"Poland",52.2129,17.3813,"S7804","Szlachcin 3"
"Poland",52.95,18.1167,"S7805","Tarkowo 23"
"Poland",52.95,18.1167,"S7806","Tarkowo 42"
"Poland",52.95,18.1167,"S7807","Tarkowo 50"
"Poland",50.0833,22.05,"S7808","Terliczka 5"
"Poland",52.5,18.2333,"S7809","Topólka R14"
"Poland",53.011,18.6116,"S7810","Toruń  243"
"Poland",49.7419,21.4158,"S7811","Trzcinica"
"Poland",51.0167,16.9167,"S7812","Tyniec Mały"
"Poland",53.1,17.2667,"S7813","Żuławka Mała 1"
"Poland",50.452,23.6602,"S7814","Łubcze site 37"
"Poland",51.6709,15.9824,"S7815","Żukowice"
"Poland",49.6667,22.2667,"S7816","Ulucz 1/82"
"Poland",53.35,16.9,"S7817","Wegierce 12"
"Poland",50.4498,23.6016,"S7818","Werszczyca site 1"
"Poland",53.2977,18.5391,"S7820","Wichorze 24"
"Poland",52.2131,20.6969,"S7821","Święcice"
"Poland",53.3167,18.8167,"S7822","Wieldządz 31"
"Poland",53.225,19.022,"S7823","Wielkie Radowiska 24"
"Poland",51.3384,23.1826,"S7824","Świerszczów 27"
"Poland",52.8167,18.6,"S7825","Wilkostowo 23/24"
"Poland",51.2004,16.7966,"S7826","Wojnowice 3"
"Poland",49.8602,22.5592,"S7827","Wola Węgierska kurgan 1"
"Poland",53.75,22.75,"S7828","Wozna Wies"
"Poland",51.2833,22.15,"S7829","Wąwolnica"
"Poland",52.7448,18.5846,"S7830","Zarębowo 21"
"Poland",50.8663,21.7029,"S7831","Zawada 1"
"Poland",50.1,20.05,"S7832","Zesławice 21"
"Poland",52.5106,18.7865,"S7833","Zgłowiączka 3"
"Poland",51.1562,20.146,"S7834","Zielona"
"Poland",50.3806,20.5917,"S7836","Złota Gordzisko I"
"Poland",50.3806,20.5917,"S7837","Złota Grodzisko II"
"Poland",50.3806,20.5917,"S7838","Złota nad Wawrem"
"Poland",50.0104,21.972,"S7839","Zwięczyca 3"
"Poland",50.69,21.79,"S7840","Kamien Lukawski"
"Poland",54.38,16.32,"S7841","Dabki"
"Poland",52.65,18.3,"S7842","Lagiewniki 3"
"Poland",52.5512,19.0713,"S7845","Nakonowo 1"
"Poland",52.6026,18.5638,"S7846","Opatowice 7"
"Poland",52.4931,18.6679,"S7847","Rybiny 14"
"Poland",53.0202,18.2588,"S7848","Stara Wies"
"Poland",51.2156,18.3269,"S7849","Szczepidło 17"
"Poland",50.79,21.85,"S7851","Zawichost-Podgorze"
"Denmark",55.6591,11.2125,"S7855","Aldersro"
"Sweden",56.6833,16.5167,"S7856","Algutsrum"
"Sweden",55.56,12.95,"S7857","Almhov"
"Denmark",55.108,10.938,"S7858","Andemosen"
"Sweden",59.9976,17.3625,"S7859","Anneberg"
"Sweden",57.6609,18.3372,"S7860","Annelund"
"Denmark",56.2787,9.80398,"S7861","Aptrup"
"Denmark",56.3011,10.5697,"S7862","Barkaer"
"Sweden",56.1037,14.3501,"S7863","Bäckaskog"
"Denmark",56.4372,9.95077,"S7864","Bøgebakken"
"Denmark",55.9868,9.70101,"S7865","Birkenæs sb 141"
"Denmark",56.8679,8.73446,"S7866","Bjergby"
"Sweden",59.2417,17.8953,"S7867","Björktorp"
"Denmark",56.8715,9.21314,"S7868","Bjørnsholm3"
"Denmark",56.1833,9.36667,"S7870","Bølling Sø"
"Denmark",55.5699,11.5317,"S7871","Bodal"
"Denmark",55.5867,11.5332,"S7872","Bodal Mose"
"Denmark",55.015,9.83793,"S7873","Boelkilde"
"Denmark",56.7917,9.57732,"S7875","Borremose"
"Denmark",56.2167,9.98333,"S7876","Borum Eshøj"
"Sweden",57.7422,13.4033,"S7877","Bredgården"
"Denmark",55.0375,14.9143,"S7878","Brogård"
"Denmark",55.6001,11.4323,"S7879","Brokøb"
"Denmark",55.116,10.675,"S7880","Brudager mark"
"Sweden",59.8527,17.4492,"S7881","Brunna/Ekeby"
"Denmark",55.5848,11.2616,"S7882","Bulbrogård"
"Denmark",55.0228,9.76485,"S7883","Bundsø"
"Sweden",58.6635,16.1772,"S7884","Åby"
"Denmark",55.8763,9.80474,"S7885","Bygholm Nørremark"
"Denmark",55.7625,12.5928,"S7886","Christiansholm Mose"
"Sweden",58.9,11.2,"S7887","Dafter"
"Denmark",55.6711,12.3518,"S7888","Damgårdsvej"
"Sweden",58.4078,11.4299,"S7889","Dammen"
"Sweden",57.2647,12.31,"S7890","Diseflat"
"Denmark",56.3512,10.7973,"S7891","Diverhøj"
"Denmark",55.2175,10.2135,"S7893","Dorthealund"
"Denmark",55.7719,11.3902,"S7894","Dragsholm"
"Denmark",56.9221,8.86751,"S7895","Drenghøj"
"Sweden",57.7928,11.932,"S7896","Drottning Hackas grav, Göteburg"
"Sweden",55.5682,12.9476,"S7897","Dösemarken"
"Denmark",56.417,9.017,"S7898","Egebjerg"
"Denmark",56.4993,10.7358,"S7899","Egehøj"
"Denmark",56.8975,9.26362,"S7900","Egsminde"
"Sweden",55.59,13.11,"S7901","Elinelund 2B"
"Denmark",55.5327,10.3834,"S7902","Emmelev mølle"
"Denmark",56.4237,9.10582,"S7903","Engedal"
"Denmark",56.81,9.17694,"S7904","Ertebølle"
"Sweden",58.1698,13.5781,"S7905","Falköping stad 3"
"Sweden",58.1673,13.5321,"S7907","Falk västra 7"
"Denmark",56.3998,10.7134,"S7908","Fannerup"
"Denmark",56.0882,12.3755,"S7909","Ferle Enge"
"Denmark",56.9524,9.89705,"S7910","Ferslev"
"Sweden",57.7439,11.7956,"S7911","Fågelvik"
"Denmark",56.7919,8.6791,"S7912","Fjallerslev"
"Sweden",56.05,14.2833,"S7913","Fjälkinge 9"
"Sweden",59.1861,17.4471,"S7914","Fjälla"
"Denmark",55.7255,11.3508,"S7915","Føllenslev"
"Sweden",58.4,15.4333,"S7916","Folåsa"
"Sweden",58.2833,11.9167,"S7917","Forshälla 140"
"Denmark",56.4969,9.58358,"S7918","Foulum"
"Sweden",55.57,13.09,"S7919","Fredriksberg 13E"
"Denmark",56.2361,9.93203,"S7920","Fuglsang"
"Denmark",55.2538,9.15453,"S7921","Gabøl"
"Denmark",55.1609,8.80156,"S7923","Gasse Høje"
"Denmark",56.8263,8.25175,"S7924","Gjævhul Bakke"
"Sweden",58.4295,15.5894,"S7925","Glasrutan 2"
"Sweden",59.1971,17.4264,"S7926","Gläntan"
"Denmark",57.2647,9.42379,"S7927","Ågård"
"Denmark",55.0387,14.9427,"S7928","Grødbygård"
"Denmark",55.5937,11.543,"S7929","Øgårde"
"Denmark",55.5937,11.543,"S7930","Øgårde 21"
"Denmark",55.5937,11.543,"S7931","Øgårde 4"
"Denmark",55.5937,11.543,"S7932","Øgårde 5"
"Denmark",55.5937,11.543,"S7933","Øgårde SV"
"Sweden",59.4651,18.0867,"S7934","Gribbylund"
"Denmark",55.1174,15.1435,"S7935","Grisby"
"Sweden",57.7422,18.4074,"S7936","Grottan"
"Sweden",55.4075,14.1678,"S7937","Hagestad 40:5"
"Sweden",55.4075,14.1678,"S7938","Hagestad 43:5A"
"Sweden",58.5423,11.3043,"S7939","Hakeröd"
"Denmark",56.5847,9.21242,"S7940","Hald"
"Denmark",55.5961,11.3163,"S7941","Hallebygård"
"Denmark",55.2454,9.38321,"S7942","Hammelev"
"Sweden",58.3833,13.5667,"S7943","Hanaskede"
"Denmark",55.8946,9.84701,"S7944","Hanstedgård"
"Sweden",57.6369,11.8924,"S7945","Hasslingehult"
"Denmark",56.8909,9.57666,"S7946","Hedegård"
"Denmark",56.6143,9.64505,"S7948","Hejring"
"Denmark",55.6614,12.2751,"S7949","Helgeshøj"
"Denmark",56.4938,10.75,"S7950","Hemmed Plantation"
"Sweden",58.3509,11.82,"S7951","Herrestad 353"
"Sweden",58.0803,13.0581,"S7952","Herrljunga 15"
"Denmark",56.4083,8.91936,"S7953","Herrup"
"Denmark",56.0947,12.1664,"S7954","Hesselbjerg"
"Denmark",55.5671,11.4198,"S7955","Hesselbjerggård mose"
"Sweden",61.7902,17.01,"S7956","Hög 155"
"Sweden",59.237,17.8846,"S7957","Häggsta"
"Sweden",55.564,13.0416,"S7958","Hindbydösen"
"Sweden",55.5673,13.045,"S7959","Hindbygården"
"Denmark",55.5424,8.71842,"S7960","Hjortkær"
"Denmark",56.1394,9.17929,"S7961","Højris"
"Sweden",58.3614,14.8031,"S7962","Hånger"
"Sweden",59.025,11.2333,"S7963","Hogdal 410"
"Denmark",55.6423,12.25,"S7964","Holmegårde II"
"Denmark",55.6397,12.2491,"S7965","Holmegårde III"
"Denmark",55.6372,12.2505,"S7966","Holmegårde IV"
"Denmark",55.2752,11.8358,"S7967","Holmegård I"
"Denmark",55.2752,11.8358,"S7968","Holmegård J"
"Denmark",55.2749,11.8362,"S7969","Holmegård V"
"Sweden",58.3274,14.7254,"S7970","Holmen"
"Sweden",58.2681,13.5553,"S7971","Hornborga 96b"
"Denmark",55.8607,9.85034,"S7972","Horsens golfbane"
"Denmark",56.2381,10.0854,"S7973","Hørkærgård V"
"Denmark",55.9695,11.3526,"S7974","Hulbjerg"
"Sweden",57.2743,16.4605,"S7975","Humlekärrshult"
"Sweden",58.4413,11.3032,"S7976","Hunnebostrand"
"Sweden",58.1657,11.4852,"S7977","Huseby klev"
"Denmark",55.572,11.5799,"S7978","Husede I"
"Denmark",56.4938,9.07937,"S7979","Hvalshøje"
"Sweden",55.4353,14.0334,"S7981","Ingelstorp 31:6"
"Sweden",55.4353,14.0334,"S7982","Ingelstorp 32:5"
"Sweden",56.2195,12.672,"S7983","Jonstorp M2"
"Sweden",56.233,12.667,"S7984","Jonstorp M3"
"Denmark",54.9665,12.2489,"S7985","Jordehøj"
"Denmark",56.6352,9.91047,"S7986","Jordhøj"
"Denmark",55.1989,10.1556,"S7987","Jordløse mose"
"Sweden",57.9863,11.8294,"S7988","Jörlanda 120"
"Sweden",61.992,17.3026,"S7989","Jättendal 127"
"Denmark",56.4332,10.7886,"S7990","Kainsbakke"
"Sweden",56.8833,16.7833,"S7991","Kalleguta"
"Sweden",57.7617,18.4333,"S7992","Kams"
"Sweden",58.1901,13.6328,"S7994","Karleby 105"
"Sweden",58.1522,13.6425,"S7995","Karleby 194"
"Sweden",58.1529,13.6377,"S7996","Karleby 57"
"Sweden",58.1635,13.6472,"S7997","Karleby 71"
"Sweden",56.6,16.4667,"S7998","Karlevi"
"Sweden",58.3111,11.4985,"S7999","Karlstorp"
"Denmark",55.5333,10.0833,"S8000","Kassemose"
"Denmark",55.372,11.5438,"S8001","Kellerød"
"Denmark",56.0752,8.96871,"S8002","Kideris"
"Denmark",56.0743,8.98249,"S8003","Kideris mose"
"Denmark",55.8342,12.3376,"S8004","Kildegård"
"Denmark",56.4304,10.7962,"S8005","Kirial Bro"
"Denmark",55.9341,10.1714,"S8006","Kjeldbækgård"
"Denmark",56.7947,9.05938,"S8007","Kjeldgård Høj 4"
"Denmark",55.8049,12.0598,"S8008","Kølholm"
"Sweden",60.1167,14.9,"S8009","Källmossen"
"Denmark",55.1085,10.1095,"S8010","Klokkehøj"
"Sweden",58.5604,11.486,"S8011","Knatten"
"Denmark",56.5155,9.11265,"S8013","Kobberup"
"Denmark",56.3747,10.5687,"S8014","Koed"
"Denmark",55.3996,10.1377,"S8015","Koelbjerg"
"Denmark",57.0604,9.45914,"S8016","Kokkedalsmark"
"Denmark",56.2611,10.6691,"S8017","Konens Høj"
"Denmark",55.5824,11.5477,"S8018","Åkonge"
"Denmark",55.5824,11.5477,"S8019","Kongemosen 3 (Kongemosen L)"
"Denmark",55.5824,11.5477,"S8020","Kongemosen B"
"Denmark",55.5824,11.5477,"S8021","Kongemosen F"
"Denmark",55.5824,11.5477,"S8022","Kongemosen I"
"Denmark",55.6339,11.982,"S8023","Kornerup"
"Denmark",55.3426,11.1778,"S8024","Korsør Nor"
"Sweden",56.8831,16.7,"S8025","Köpingsvik"
"Denmark",56.5751,9.05061,"S8026","Krabbesholm"
"Denmark",56.7007,9.74045,"S8027","Kærgård"
"Sweden",56.75,12.6833,"S8028","Kärragård"
"Denmark",57.0922,9.01606,"S8029","Kærup"
"Sweden",59.15,17.6167,"S8030","Kvedesta II"
"Sweden",57.75,11.8333,"S8031","Kvisljungeby"
"Sweden",58.4209,15.6346,"S8032","kv Paragrafen"
"Sweden",55.8333,13,"S8033","Kvärlöv"
